Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
'2003','Florida','Liver and Intrahepatic Bile Duct','5.8','5.5','6.1','1200','17004085'
'2003','Connecticut','Liver and Intrahepatic Bile Duct','5.6','4.8','6.4','212','3484336'
'2003','Colorado','Liver and Intrahepatic Bile Duct','5.2','4.5','5.9','209','4528732'
'2003','Arkansas','Liver and Intrahepatic Bile Duct','3.6','3','4.4','107','2724816'
'2003','Arizona','Liver and Intrahepatic Bile Duct','4.9','4.4','5.6','277','5510364'
'2003','Alabama','Liver and Intrahepatic Bile Duct','4.3','3.8','5','206','4503491'
'2003','Nevada','Liver and Intrahepatic Bile Duct','6.4','5.3','7.6','135','2248850'
'2003','Mississippi','Liver and Intrahepatic Bile Duct','6.4','5.5','7.4','182','2868312'
'2003','New York','Liver and Intrahepatic Bile Duct','6.8','6.4','7.2','1360','19175939'
'2003','Alaska','Liver and Intrahepatic Bile Duct','6.6','4.4','9.5','35','648414'
'2003','Texas','Liver and Intrahepatic Bile Duct','7.5','7.1','7.9','1429','22030931'
'2003','New Mexico','Liver and Intrahepatic Bile Duct','7.1','5.9','8.4','134','1877574'
'2003','District of Columbia','Liver and Intrahepatic Bile Duct','7.2','5.1','9.7','41','568502'
'2003','California','Liver and Intrahepatic Bile Duct','7.4','7.1','7.7','2378','35253159'
'2004','California','Liver and Intrahepatic Bile Duct','7.8','7.5','8.1','2568','35574576'
'2004','New Mexico','Liver and Intrahepatic Bile Duct','7.9','6.7','9.3','154','1903808'
'2004','Utah','Liver and Intrahepatic Bile Duct','2.9','2.1','3.7','54','2401580'
'2004','Texas','Liver and Intrahepatic Bile Duct','8.3','7.9','8.7','1614','22394023'
'2004','Rhode Island','Liver and Intrahepatic Bile Duct','8.1','6.6','9.9','96','1074579'
'2004','North Dakota','Liver and Intrahepatic Bile Duct','2.6','1.6','4.1','20','644705'
'2004','Wyoming','Liver and Intrahepatic Bile Duct','3','1.7','4.9','16','509106'
'2004','Nebraska','Liver and Intrahepatic Bile Duct','4','3.1','5','73','1749370'
'2004','Minnesota','Liver and Intrahepatic Bile Duct','3.8','3.3','4.4','199','5087713'
'2004','Mississippi','Liver and Intrahepatic Bile Duct','5','4.2','5.9','144','2889010'
'2004','Missouri','Liver and Intrahepatic Bile Duct','5.7','5.1','6.3','354','5747741'
'2004','Massachusetts','Liver and Intrahepatic Bile Duct','6','5.4','6.6','416','6412281'
'2004','Michigan','Liver and Intrahepatic Bile Duct','5.7','5.2','6.1','599','10055315'
'2004','Maine','Liver and Intrahepatic Bile Duct','4.9','3.9','6.1','77','1313688'
'2004','Maryland','Liver and Intrahepatic Bile Duct','5','4.4','5.7','279','5546935'
'2004','Kentucky','Liver and Intrahepatic Bile Duct','4.7','4.1','5.4','200','4146101'
'2004','Kansas','Liver and Intrahepatic Bile Duct','3.3','2.7','4.1','95','2734373'
'2004','Indiana','Liver and Intrahepatic Bile Duct','4.6','4.1','5.1','294','6233007'
'2004','Iowa','Liver and Intrahepatic Bile Duct','4.2','3.5','5','142','2953635'
'2004','Illinois','Liver and Intrahepatic Bile Duct','5.7','5.3','6.1','714','12589773'
'2004','Idaho','Liver and Intrahepatic Bile Duct','4.5','3.5','5.8','62','1391802'
'2004','Florida','Liver and Intrahepatic Bile Duct','5.7','5.4','6','1213','17415318'
'2004','Georgia','Liver and Intrahepatic Bile Duct','5.2','4.7','5.7','401','8769252'
'2004','Connecticut','Liver and Intrahepatic Bile Duct','5.7','5','6.5','217','3496094'
'2004','Delaware','Liver and Intrahepatic Bile Duct','5.9','4.4','7.8','53','830803'
'2004','Arizona','Liver and Intrahepatic Bile Duct','6.2','5.6','6.9','361','5652404'
'2004','Alabama','Liver and Intrahepatic Bile Duct','4.9','4.3','5.5','239','4530729'
'2004','Arkansas','Liver and Intrahepatic Bile Duct','4.6','3.9','5.5','139','2749686'
'2004','New Hampshire','Liver and Intrahepatic Bile Duct','3.3','2.4','4.5','45','1290121'
'2004','Vermont','Liver and Intrahepatic Bile Duct','3.9','2.6','5.7','28','619920'
'2004','Virginia','Liver and Intrahepatic Bile Duct','4.9','4.4','5.4','361','7475575'
'2004','Tennessee','Liver and Intrahepatic Bile Duct','4.1','3.6','4.6','255','5910809'
'2004','South Carolina','Liver and Intrahepatic Bile Duct','3.9','3.3','4.5','170','4210921'
'2004','South Dakota','Liver and Intrahepatic Bile Duct','3.2','2.1','4.7','27','770396'
'2004','Oregon','Liver and Intrahepatic Bile Duct','5.4','4.7','6.1','208','3569463'
'2004','Pennsylvania','Liver and Intrahepatic Bile Duct','5.4','5','5.8','791','12410722'
'2004','Oklahoma','Liver and Intrahepatic Bile Duct','5.8','5.1','6.7','216','3525233'
'2004','Ohio','Liver and Intrahepatic Bile Duct','4.3','4','4.7','535','11452251'
'2004','North Carolina','Liver and Intrahepatic Bile Duct','4.6','4.2','5.1','406','8553152'
'2004','Wisconsin','Liver and Intrahepatic Bile Duct','5.3','4.8','6','311','5514026'
'2004','West Virginia','Liver and Intrahepatic Bile Duct','4.7','3.8','5.7','103','1816438'
'2004','Colorado','Liver and Intrahepatic Bile Duct','5.2','4.5','6','217','4575013'
'2004','New Jersey','Liver and Intrahepatic Bile Duct','6.2','5.7','6.7','573','8634561'
'2004','Nevada','Liver and Intrahepatic Bile Duct','6.3','5.3','7.5','143','2346222'
'2004','Washington','Liver and Intrahepatic Bile Duct','6.5','5.9','7.2','401','6178645'
'2004','Louisiana','Liver and Intrahepatic Bile Duct','6.9','6.2','7.7','309','4552238'
'2004','District of Columbia','Liver and Intrahepatic Bile Duct','7.6','5.5','10.3','44','567754'
'2004','New York','Liver and Intrahepatic Bile Duct','7.2','6.9','7.6','1467','19171567'
'2004','Montana','Liver and Intrahepatic Bile Duct','3','2.1','4.3','32','930009'
'2004','Hawaii','Liver and Intrahepatic Bile Duct','9.1','7.6','10.9','126','1273569'
'2004','Alaska','Liver and Intrahepatic Bile Duct','10.9','7.8','14.7','51','659286'
'2005','Texas','Liver and Intrahepatic Bile Duct','8.2','7.8','8.6','1668','22773020'
'2005','New Mexico','Liver and Intrahepatic Bile Duct','8.3','7','9.6','165','1932274'
'2005','Hawaii','Liver and Intrahepatic Bile Duct','10.7','9.1','12.6','155','1292729'
'2005','District of Columbia','Liver and Intrahepatic Bile Duct','8.9','6.7','11.8','52','567136'
'2005','Colorado','Liver and Intrahepatic Bile Duct','5.1','4.4','5.8','222','4631888'
'2005','Arizona','Liver and Intrahepatic Bile Duct','5.7','5.1','6.3','344','5839077'
'2005','Arkansas','Liver and Intrahepatic Bile Duct','4.8','4','5.6','145','2781097'
'2005','Alabama','Liver and Intrahepatic Bile Duct','4.9','4.3','5.5','240','4565917'
'2005','Alaska','Liver and Intrahepatic Bile Duct','6.1','4','9','30','666946'
'2005','Wyoming','Liver and Intrahepatic Bile Duct','2.1','1.1','3.7','Data Suppressed','514157'
'2005','Wisconsin','Liver and Intrahepatic Bile Duct','5.2','4.7','5.8','309','5546166'
'2005','Washington','Liver and Intrahepatic Bile Duct','6','5.4','6.7','392','6257305'
'2005','West Virginia','Liver and Intrahepatic Bile Duct','3.6','2.8','4.5','80','1820492'
'2005','Utah','Liver and Intrahepatic Bile Duct','3.6','2.8','4.6','68','2457719'
'2005','Vermont','Liver and Intrahepatic Bile Duct','3.2','2','4.9','23','621215'
'2005','Virginia','Liver and Intrahepatic Bile Duct','5.4','4.9','6','410','7577105'
'2005','South Dakota','Liver and Intrahepatic Bile Duct','3.3','2.2','4.8','28','775493'
'2005','Tennessee','Liver and Intrahepatic Bile Duct','4.5','4','5.1','292','5991057'
'2005','Pennsylvania','Liver and Intrahepatic Bile Duct','5.6','5.2','6','830','12449990'
'2005','Rhode Island','Liver and Intrahepatic Bile Duct','5.6','4.3','7.1','68','1067916'
'2005','South Carolina','Liver and Intrahepatic Bile Duct','4.2','3.6','4.9','191','4270150'
'2005','Ohio','Liver and Intrahepatic Bile Duct','4.5','4.2','4.9','570','11463320'
'2005','Oklahoma','Liver and Intrahepatic Bile Duct','5.1','4.4','5.9','194','3548597'
'2005','Oregon','Liver and Intrahepatic Bile Duct','5.2','4.5','5.9','213','3613202'
'2005','North Dakota','Liver and Intrahepatic Bile Duct','3.3','2.1','5','24','646089'
'2005','North Carolina','Liver and Intrahepatic Bile Duct','5.4','5','5.9','490','8705407'
'2005','Nevada','Liver and Intrahepatic Bile Duct','6','5','7.1','138','2432143'
'2005','New Hampshire','Liver and Intrahepatic Bile Duct','5.3','4.1','6.7','74','1298492'
'2005','Nebraska','Liver and Intrahepatic Bile Duct','4.4','3.5','5.5','83','1761497'
'2005','Missouri','Liver and Intrahepatic Bile Duct','5.6','5','6.2','351','5790300'
'2005','Montana','Liver and Intrahepatic Bile Duct','4.8','3.6','6.3','53','940102'
'2005','Mississippi','Liver and Intrahepatic Bile Duct','5.6','4.8','6.6','165','2876229'
'2005','Minnesota','Liver and Intrahepatic Bile Duct','3.7','3.2','4.2','191','5119598'
'2005','Michigan','Liver and Intrahepatic Bile Duct','5.3','4.9','5.8','572','10051137'
'2005','Maryland','Liver and Intrahepatic Bile Duct','5.8','5.2','6.4','328','5592379'
'2005','Maine','Liver and Intrahepatic Bile Duct','5.1','4.1','6.4','80','1318787'
'2005','Kansas','Liver and Intrahepatic Bile Duct','3.3','2.6','4','95','2745299'
'2005','Kentucky','Liver and Intrahepatic Bile Duct','5.2','4.5','5.9','230','4182742'
'2005','Illinois','Liver and Intrahepatic Bile Duct','6','5.5','6.4','757','12609903'
'2005','Indiana','Liver and Intrahepatic Bile Duct','5','4.4','5.5','320','6278616'
'2005','Iowa','Liver and Intrahepatic Bile Duct','4.5','3.9','5.3','156','2964454'
'2005','Idaho','Liver and Intrahepatic Bile Duct','4.6','3.5','5.8','65','1428241'
'2005','Georgia','Liver and Intrahepatic Bile Duct','5.5','5','6','451','8925922'
'2005','Florida','Liver and Intrahepatic Bile Duct','6.1','5.8','6.4','1337','17842038'
'2005','Connecticut','Liver and Intrahepatic Bile Duct','6','5.2','6.8','231','3506956'
'2005','Delaware','Liver and Intrahepatic Bile Duct','4.8','3.5','6.5','45','845150'
'2005','New Jersey','Liver and Intrahepatic Bile Duct','6.2','5.7','6.8','585','8651974'
'2005','Louisiana','Liver and Intrahepatic Bile Duct','6.2','5.5','7','278','4411396'
'2005','Massachusetts','Liver and Intrahepatic Bile Duct','6.4','5.8','7','450','6403290'
'2005','New York','Liver and Intrahepatic Bile Duct','7.6','7.2','8','1552','19132610'
'2005','California','Liver and Intrahepatic Bile Duct','8.6','8.2','8.9','2868','35827943'
'2006','Hawaii','Liver and Intrahepatic Bile Duct','10.1','8.5','11.9','145','1309731'
'2006','District of Columbia','Liver and Intrahepatic Bile Duct','9','6.7','11.8','51','570681'
'2006','California','Liver and Intrahepatic Bile Duct','8.6','8.3','8.9','2945','36021202'
'2006','Alaska','Liver and Intrahepatic Bile Duct','7.8','5.3','10.8','43','675302'
'2006','Wisconsin','Liver and Intrahepatic Bile Duct','4.8','4.2','5.4','294','5577655'
'2006','West Virginia','Liver and Intrahepatic Bile Duct','4.5','3.6','5.4','101','1827912'
'2006','Virginia','Liver and Intrahepatic Bile Duct','5.8','5.3','6.4','457','7673725'
'2006','Utah','Liver and Intrahepatic Bile Duct','4','3.2','5','82','2525507'
'2006','South Dakota','Liver and Intrahepatic Bile Duct','3.7','2.5','5.2','32','783033'
'2006','Tennessee','Liver and Intrahepatic Bile Duct','5.1','4.5','5.7','335','6088766'
'2006','South Carolina','Liver and Intrahepatic Bile Duct','5.1','4.5','5.8','238','4357847'
'2006','Pennsylvania','Liver and Intrahepatic Bile Duct','6.1','5.7','6.5','905','12510809'
'2006','Oregon','Liver and Intrahepatic Bile Duct','5.6','4.9','6.4','234','3670883'
'2006','North Dakota','Liver and Intrahepatic Bile Duct','4.5','3.1','6.3','34','649422'
'2006','Ohio','Liver and Intrahepatic Bile Duct','5','4.6','5.4','640','11481213'
'2006','North Carolina','Liver and Intrahepatic Bile Duct','5','4.5','5.4','463','8917270'
'2006','New Hampshire','Liver and Intrahepatic Bile Duct','4.3','3.3','5.6','61','1308389'
'2006','Missouri','Liver and Intrahepatic Bile Duct','6.2','5.6','6.8','399','5842704'
'2006','Montana','Liver and Intrahepatic Bile Duct','4.3','3.1','5.7','46','952692'
'2006','Nebraska','Liver and Intrahepatic Bile Duct','4.2','3.3','5.2','80','1772693'
'2006','Minnesota','Liver and Intrahepatic Bile Duct','4.5','4','5.2','246','5163555'
'2006','Mississippi','Liver and Intrahepatic Bile Duct','6','5.2','7','179','2904978'
'2006','Michigan','Liver and Intrahepatic Bile Duct','5.9','5.4','6.3','638','10036081'
'2006','Maine','Liver and Intrahepatic Bile Duct','4.8','3.8','6.1','80','1323619'
'2006','Maryland','Liver and Intrahepatic Bile Duct','5.1','4.5','5.7','295','5627367'
'2006','Kentucky','Liver and Intrahepatic Bile Duct','5.1','4.5','5.8','235','4219239'
'2006','Indiana','Liver and Intrahepatic Bile Duct','5.1','4.6','5.7','341','6332669'
'2006','Iowa','Liver and Intrahepatic Bile Duct','4.4','3.7','5.2','153','2982644'
'2006','Kansas','Liver and Intrahepatic Bile Duct','4','3.3','4.8','120','2762931'
'2006','Illinois','Liver and Intrahepatic Bile Duct','5.9','5.5','6.3','763','12643955'
'2006','Idaho','Liver and Intrahepatic Bile Duct','4.3','3.3','5.5','61','1468669'
'2006','Georgia','Liver and Intrahepatic Bile Duct','5.5','5','6','468','9155813'
'2006','Delaware','Liver and Intrahepatic Bile Duct','6.1','4.6','7.9','59','859268'
'2006','Colorado','Liver and Intrahepatic Bile Duct','5.4','4.8','6.2','249','4720423'
'2006','Connecticut','Liver and Intrahepatic Bile Duct','6.2','5.4','7','250','3517460'
'2006','Arizona','Liver and Intrahepatic Bile Duct','5.6','5','6.2','354','6029141'
'2006','Arkansas','Liver and Intrahepatic Bile Duct','4.7','3.9','5.5','150','2821761'
'2006','Alabama','Liver and Intrahepatic Bile Duct','4.5','4','5.1','234','4628981'
'2006','New Jersey','Liver and Intrahepatic Bile Duct','6.3','5.8','6.9','600','8661679'
'2006','Wyoming','Liver and Intrahepatic Bile Duct','6.4','4.5','9','35','522667'
'2006','Louisiana','Liver and Intrahepatic Bile Duct','6.5','5.8','7.3','296','4302665'
'2006','Florida','Liver and Intrahepatic Bile Duct','6.4','6.1','6.8','1434','18166990'
'2006','Washington','Liver and Intrahepatic Bile Duct','6.9','6.2','7.5','451','6370753'
'2006','Oklahoma','Liver and Intrahepatic Bile Duct','6.8','6','7.6','262','3594090'
'2006','Rhode Island','Liver and Intrahepatic Bile Duct','7.4','5.9','9.1','91','1063096'
'2006','New Mexico','Liver and Intrahepatic Bile Duct','7.7','6.6','9','161','1962137'
'2006','New York','Liver and Intrahepatic Bile Duct','7.6','7.2','8','1576','19104631'
'2006','Nevada','Liver and Intrahepatic Bile Duct','7.3','6.3','8.5','181','2522658'
'2006','Massachusetts','Liver and Intrahepatic Bile Duct','7.4','6.8','8.1','529','6410084'
'2006','Vermont','Liver and Intrahepatic Bile Duct','3.1','1.9','4.8','21','622892'
'2006','Texas','Liver and Intrahepatic Bile Duct','8.4','8','8.8','1775','23359580'
'2007','Hawaii','Liver and Intrahepatic Bile Duct','10.6','9','12.3','161','1315675'
'2007','District of Columbia','Liver and Intrahepatic Bile Duct','9.1','6.7','12','51','574404'
'2007','California','Liver and Intrahepatic Bile Duct','9','8.7','9.3','3150','36250311'
'2007','Texas','Liver and Intrahepatic Bile Duct','9.2','8.8','9.6','2004','23831983'
'2007','South Dakota','Liver and Intrahepatic Bile Duct','2.7','1.7','4.1','24','791623'
'2007','New Mexico','Liver and Intrahepatic Bile Duct','8.4','7.2','9.7','180','1990070'
'2007','New York','Liver and Intrahepatic Bile Duct','8.2','7.8','8.6','1735','19132335'
'2007','Missouri','Liver and Intrahepatic Bile Duct','6.2','5.6','6.8','413','5887612'
'2007','Montana','Liver and Intrahepatic Bile Duct','3.5','2.5','4.8','41','964706'
'2007','Minnesota','Liver and Intrahepatic Bile Duct','4.4','3.9','5','246','5207203'
'2007','Mississippi','Liver and Intrahepatic Bile Duct','5.8','5','6.7','178','2928350'
'2007','Michigan','Liver and Intrahepatic Bile Duct','6.1','5.7','6.6','680','10001284'
'2007','Maryland','Liver and Intrahepatic Bile Duct','6.1','5.5','6.8','369','5653408'
'2007','Maine','Liver and Intrahepatic Bile Duct','4.3','3.4','5.4','72','1327040'
'2007','Kentucky','Liver and Intrahepatic Bile Duct','5.1','4.5','5.8','236','4256672'
'2007','Iowa','Liver and Intrahepatic Bile Duct','4.1','3.5','4.9','146','2999212'
'2007','Kansas','Liver and Intrahepatic Bile Duct','5.2','4.4','6.1','157','2783785'
'2007','Indiana','Liver and Intrahepatic Bile Duct','5.5','4.9','6.1','372','6379599'
'2007','Idaho','Liver and Intrahepatic Bile Duct','4.3','3.3','5.5','63','1505105'
'2007','Georgia','Liver and Intrahepatic Bile Duct','5.9','5.4','6.5','530','9349988'
'2007','Colorado','Liver and Intrahepatic Bile Duct','5.9','5.2','6.6','281','4803868'
'2007','Arkansas','Liver and Intrahepatic Bile Duct','5','4.3','5.9','161','2848650'
'2007','Alabama','Liver and Intrahepatic Bile Duct','5.4','4.8','6.1','283','4672840'
'2007','Wisconsin','Liver and Intrahepatic Bile Duct','5.6','5','6.2','353','5610775'
'2007','Wyoming','Liver and Intrahepatic Bile Duct','4.8','3.2','7','28','534876'
'2007','West Virginia','Liver and Intrahepatic Bile Duct','5.9','5','7.1','136','1834052'
'2007','Virginia','Liver and Intrahepatic Bile Duct','5.1','4.6','5.6','414','7751000'
'2007','Utah','Liver and Intrahepatic Bile Duct','4.1','3.3','5.1','87','2597746'
'2007','Tennessee','Liver and Intrahepatic Bile Duct','5.6','5','6.2','383','6175727'
'2007','South Carolina','Liver and Intrahepatic Bile Duct','5.5','4.8','6.2','263','4444110'
'2007','North Dakota','Liver and Intrahepatic Bile Duct','4.8','3.4','6.7','36','652822'
'2007','Ohio','Liver and Intrahepatic Bile Duct','5','4.6','5.4','654','11500468'
'2007','North Carolina','Liver and Intrahepatic Bile Duct','5.8','5.3','6.3','564','9118037'
'2007','Nebraska','Liver and Intrahepatic Bile Duct','4.2','3.3','5.2','83','1783440'
'2007','New Hampshire','Liver and Intrahepatic Bile Duct','5.1','4','6.4','73','1312540'
'2007','Illinois','Liver and Intrahepatic Bile Duct','6.3','5.9','6.8','831','12695866'
'2007','Delaware','Liver and Intrahepatic Bile Duct','6.4','4.9','8.2','63','871749'
'2007','Vermont','Liver and Intrahepatic Bile Duct','6.3','4.6','8.4','46','623481'
'2007','Oregon','Liver and Intrahepatic Bile Duct','6.3','5.6','7.1','271','3722417'
'2007','Pennsylvania','Liver and Intrahepatic Bile Duct','6.5','6.1','6.9','992','12563937'
'2007','Oklahoma','Liver and Intrahepatic Bile Duct','6.4','5.6','7.2','256','3634349'
'2007','Florida','Liver and Intrahepatic Bile Duct','6.6','6.3','6.9','1501','18367842'
'2007','Connecticut','Liver and Intrahepatic Bile Duct','6.5','5.7','7.3','263','3527270'
'2007','Arizona','Liver and Intrahepatic Bile Duct','6.9','6.3','7.6','457','6167681'
'2007','Alaska','Liver and Intrahepatic Bile Duct','6.5','4.3','9.2','35','680300'
'2007','New Jersey','Liver and Intrahepatic Bile Duct','6.7','6.2','7.2','637','8677885'
'2007','Massachusetts','Liver and Intrahepatic Bile Duct','7.4','6.8','8','534','6431559'
'2007','Louisiana','Liver and Intrahepatic Bile Duct','7.1','6.4','7.9','329','4375581'
'2007','Washington','Liver and Intrahepatic Bile Duct','7.1','6.4','7.7','487','6461587'
'2007','Rhode Island','Liver and Intrahepatic Bile Duct','7','5.6','8.7','83','1057315'
'2007','Nevada','Liver and Intrahepatic Bile Duct','7.1','6.1','8.3','186','2601072'
'2008','Texas','Liver and Intrahepatic Bile Duct','9.3','8.9','9.7','2099','24309039'
'2008','North Dakota','Liver and Intrahepatic Bile Duct','2.7','1.7','4.2','21','657569'
'2008','New Mexico','Liver and Intrahepatic Bile Duct','9','7.8','10.4','198','2010662'
'2008','New York','Liver and Intrahepatic Bile Duct','8.3','7.9','8.7','1777','19212436'
'2008','Massachusetts','Liver and Intrahepatic Bile Duct','7.9','7.3','8.6','589','6468967'
'2008','Louisiana','Liver and Intrahepatic Bile Duct','8.1','7.3','9','382','4435586'
'2008','Hawaii','Liver and Intrahepatic Bile Duct','10.7','9.1','12.5','168','1332213'
'2008','District of Columbia','Liver and Intrahepatic Bile Duct','9.8','7.4','12.6','60','580236'
'2008','Colorado','Liver and Intrahepatic Bile Duct','6.1','5.4','6.9','301','4889730'
'2008','Arkansas','Liver and Intrahepatic Bile Duct','5.7','4.9','6.6','187','2874554'
'2008','Alabama','Liver and Intrahepatic Bile Duct','6.2','5.5','6.9','329','4718206'
'2008','Utah','Liver and Intrahepatic Bile Duct','4.4','3.5','5.4','92','2663029'
'2008','Tennessee','Liver and Intrahepatic Bile Duct','6','5.4','6.6','415','6247411'
'2008','South Carolina','Liver and Intrahepatic Bile Duct','5.9','5.2','6.6','297','4528996'
'2008','South Dakota','Liver and Intrahepatic Bile Duct','3.8','2.6','5.4','34','799124'
'2008','North Carolina','Liver and Intrahepatic Bile Duct','6.1','5.6','6.6','623','9309449'
'2008','Ohio','Liver and Intrahepatic Bile Duct','5.6','5.2','6','752','11515391'
'2008','New Hampshire','Liver and Intrahepatic Bile Duct','4.2','3.2','5.4','65','1315906'
'2008','Montana','Liver and Intrahepatic Bile Duct','4.5','3.4','5.8','56','976415'
'2008','Nebraska','Liver and Intrahepatic Bile Duct','5.6','4.6','6.8','109','1796378'
'2008','Missouri','Liver and Intrahepatic Bile Duct','5.6','5.1','6.2','381','5923916'
'2008','Minnesota','Liver and Intrahepatic Bile Duct','4.9','4.3','5.5','274','5247018'
'2008','Michigan','Liver and Intrahepatic Bile Duct','6.1','5.7','6.6','690','9946889'
'2008','Maine','Liver and Intrahepatic Bile Duct','4.6','3.6','5.7','78','1330509'
'2008','Kentucky','Liver and Intrahepatic Bile Duct','6.1','5.4','6.9','294','4289878'
